name,AB_CFS,BN_CFS,DS_CFS,DT_CFS,HT_CFS,Ibk_CFS,J48_CFS,Jrip_CFS,LMT_CFS,LOG_CFS,LB_CFS,MLP_CFS,NB_CFS,ONE_CFS,PART_CFS,RC_CFS,RF_CFS,RS_CFS,RT_CFS,REP_CFS,SGD_CFS,SL_CFS,SVM_CFS,STK_CFS,VOTE_CFS,VP_CFS,ZERO_CFS
fri_c2_500_25.arff,0.9175,0.9017217,0.741081,0.9069073,0.6648,0.8256,0.856,0.8614,0,0.6675,0.91002,0.742,0.6648,0.7531564,0.866015,0.8238089,0.9163,0.8865108,0.8238089,0.8561,0.7406,0.6693479,0.7337,0.5,0.5,0.7228364,0.5
fri_c2_500_5.arff,0.9318,0.9014602,0.7928819,0.9120631,0.7214,0.8463,0.8711,0.8586,0,0.7308,0.9170275,0.7724,0.7235,0.8031118,0.893566,0.8687857,0.9286,0.8947775,0.8554926,0.8873,0.7383,0.7223868,0.7649,0.5,0.5,0.7375005,0.5
fri_c2_500_50.arff,0.9378,0.9120512,0.8050657,0.9214212,0.7713,0.8279,0.9099,0.9022,0,0.76,0.9229038,0.8362,0.7713,0.7746962,0.8896733,0.8679114,0.9514,0.9106434,0.8469417,0.8912,0.7902,0.7713867,0.7938,0.5,0.5,0.7872298,0.5
fri_c3_100_10.arff,0.6646,0.5416667,0.5583334,0.59375,0.5221,0.6042,0.6079,0.5971,0,0.6067,0.7291667,0.6192,0.6033,0.6958333,0.6854166,0.6375001,0.6435,0.7645833,0.6208334,0.5933,0.5083,0.6249999,0.5083,0.5,0.5,0.65,0.5
fri_c3_100_25.arff,0.7186,0.4666667,0.5500001,0.4666667,0.3842,0.6727,0.6242,0.6416,0,0.4869,0.7096667,0.5509,0.4162,0.6325,0.5733334,0.6616666,0.7475,0.6760833,0.6616666,0.6646,0.5,0.5085,0.5,0.5,0.5,0.4845834,0.5
fri_c3_100_5.arff,0.8218,0.7209166,0.5891667,0.68775,0.6128,0.6818,0.7045,0.6457,0,0.6274,0.8326667,0.6098,0.6138,0.6408334,0.7195833,0.764,0.7997,0.7460835,0.7241667,0.6516,0.582,0.6276666,0.5633,0.5,0.5,0.6228334,0.5
fri_c3_100_50.arff,0.9128,0.8669643,0.7619049,0.8324404,0.775,0.8514,0.8432,0.7383,0,0.7317,0.9252977,0.636,0.7767,0.8107142,0.817262,0.7892857,0.9177,0.8851191,0.7660715,0.8103,0.7037,0.7160714,0.6855,0.5,0.5,0.7928572,0.5
fri_c3_1000_10.arff,0.9572,0.9237826,0.7026786,0.9270089,0.6992,0.8781,0.9159,0.8746,0,0.7082,0.9298701,0.7016,0.7047,0.7383929,0.9207386,0.9412744,0.9664,0.938129,0.8574675,0.9197,0.6324,0.7128246,0.6492,0.5,0.5,0.654931,0.5
fri_c3_1000_25.arff,0.9683,0.937035,0.7008712,0.9464594,0.7278,0.8962,0.9274,0.9023,0,0.7294,0.9345034,0.7215,0.7278,0.7365782,0.9256146,0.9556294,0.9744,0.9463601,0.8817515,0.9205,0.6723,0.7326594,0.6749,0.5,0.5,0.6690666,0.5
fri_c3_1000_5.arff,0.9572,0.9144718,0.7053627,0.9257613,0.7124,0.8648,0.8759,0.894,0,0.7152,0.9190058,0.7071,0.7123,0.7259326,0.9134163,0.9257549,0.9618,0.9259612,0.845422,0.8995,0.6382,0.7159378,0.6428,0.5,0.5,0.6610749,0.5
fri_c3_1000_50.arff,0.9574,0.9149877,0.7153012,0.9322394,0.7335,0.8421,0.8911,0.8699,0,0.7265,0.9208682,0.7226,0.7145,0.74239,0.9116824,0.9428049,0.968,0.931158,0.8652687,0.8725,0.6548,0.7283062,0.6563,0.5,0.5,0.6914596,0.5
fri_c3_250_10.arff,0.9654,0.9293039,0.6855354,0.9164918,0.675,0.8625,0.8827,0.8802,0,0.6785,0.9553821,0.6628,0.6875,0.8108475,0.8694306,0.9170871,0.9647,0.9438228,0.8439602,0.8704,0.5776,0.7114053,0.5831,0.5,0.5,0.6456836,0.5
fri_c3_250_25.arff,0.9266,0.8777306,0.7259157,0.8628536,0.6954,0.8236,0.8617,0.8199,0,0.6876,0.9076216,0.6495,0.6954,0.7536174,0.8453505,0.8938145,0.91,0.9122043,0.8671912,0.8509,0.6038,0.6736432,0.5912,0.5,0.5,0.6651556,0.5
fri_c3_250_5.arff,0.9159,0.8776537,0.7437445,0.8946668,0.7429,0.8413,0.8379,0.8334,0,0.7321,0.8969395,0.7273,0.7292,0.7579654,0.8965109,0.8929566,0.9212,0.889368,0.77658,0.8,0.6476,0.7493074,0.6586,0.5,0.5,0.7179914,0.5
fri_c3_250_50.arff,0.9533,0.8989998,0.6983333,0.9102553,0.6562,0.8335,0.8868,0.8353,0,0.6775,0.9185496,0.6281,0.6826,0.7902598,0.8605586,0.9247012,0.9494,0.9250519,0.8389827,0.85,0.638,0.6730389,0.6288,0.5,0.5,0.6430605,0.5
fri_c3_500_10.arff,0.9587,0.9215575,0.687921,0.9262325,0.6975,0.9083,0.8805,0.8454,0,0.7013,0.9222088,0.6875,0.6975,0.715558,0.9041666,0.9296802,0.9645,0.9355245,0.8443846,0.9045,0.6319,0.7092801,0.629,0.5,0.5,0.6509958,0.5
fri_c3_500_25.arff,0.9559,0.9008115,0.7181819,0.9037337,0.7072,0.8714,0.8819,0.8678,0,0.716,0.9174512,0.7125,0.7073,0.7553572,0.879789,0.935552,0.9598,0.9340098,0.8509741,0.8774,0.6289,0.7139611,0.6289,0.5,0.5,0.6584415,0.5
fri_c3_500_5.arff,0.9447,0.8997581,0.6874358,0.8989397,0.6575,0.8706,0.8711,0.863,0,0.6989,0.9170388,0.6569,0.6675,0.7377819,0.8759398,0.9219823,0.9478,0.9172247,0.8467894,0.8744,0.6428,0.6972399,0.6437,0.5,0.5,0.6579203,0.5
fri_c3_500_50.arff,0.9479,0.8892325,0.6164596,0.9000364,0.7259,0.8828,0.8662,0.8566,0,0.7111,0.9010766,0.7061,0.7277,0.7743711,0.8579573,0.9319787,0.961,0.9294467,0.8514667,0.8525,0.654,0.7099437,0.651,0.5,0.5,0.6757045,0.5
fri_c4_100_10.arff,0.7748,0.7528333,0.7566667,0.7846667,0.6929,0.6776,0.7457,0.669,0,0.6845,0.787,0.7555,0.6933,0.6983333,0.75525,0.715,0.8099,0.7690833,0.715,0.7158,0.7202,0.6846667,0.6977,0.5,0.5,0.7004166,0.5
fri_c4_100_100.arff,0.7929,0.8165,0.7941666,0.8081666,0.7963,0.6305,0.7973,0.7425,0,0.7961,0.79175,0.7762,0.7953,0.7941666,0.776,0.6658333,0.7788,0.812,0.6658333,0.7826,0.7403,0.8105,0.7509,0.5,0.5,0.7788334,0.5
fri_c4_100_25.arff,0.8835,0.8160833,0.66,0.8348334,0.7717,0.7862,0.7355,0.7252,0,0.7335,0.8969167,0.7069,0.7721,0.78,0.8213334,0.8165833,0.9404,0.8469167,0.7241667,0.6729,0.653,0.7391667,0.6546,0.5,0.5,0.7769168,0.5
fri_c4_100_50.arff,0.8381,0.7869167,0.6400001,0.7869167,0.6138,0.6818,0.7841,0.7192,0,0.653,0.8459999,0.6565,0.6165,0.7950001,0.7626667,0.7083334,0.8062,0.8025833,0.7083334,0.7202,0.6063,0.5526667,0.5162,0.5,0.5,0.5615,0.5
fri_c4_1000_10.arff,0.9599,0.9254261,0.7086038,0.9354505,0.7075,0.8649,0.9026,0.8777,0,0.7131,0.925406,0.7054,0.7075,0.7736201,0.9092329,0.9334011,0.9601,0.9289165,0.8620942,0.9175,0.6313,0.703409,0.631,0.5,0.5,0.6471997,0.5
fri_c4_1000_100.arff,0.9684,0.9384371,0.7075538,0.9513531,0.7133,0.9094,0.9343,0.899,0,0.7225,0.9374657,0.7181,0.7143,0.7823077,0.9388187,0.9491252,0.9747,0.9490232,0.8886069,0.9089,0.6452,0.7257571,0.6524,0.5,0.5,0.6587886,0.5
fri_c4_1000_25.arff,0.9575,0.9147267,0.674118,0.9283855,0.6963,0.8774,0.9052,0.8674,0,0.6979,0.9298611,0.6951,0.6964,0.7384035,0.9148628,0.9273408,0.9573,0.9416856,0.8612546,0.8837,0.642,0.696973,0.6373,0.5,0.5,0.6559622,0.5
fri_c4_1000_50.arff,0.9582,0.9135552,0.7062499,0.9244926,0.7094,0.8726,0.9002,0.886,0,0.7188,0.9086241,0.7082,0.7034,0.7645292,0.9067574,0.9291802,0.9625,0.9340707,0.8504058,0.8935,0.6427,0.7168833,0.6334,0.5,0.5,0.6647726,0.5
fri_c4_250_10.arff,0.9225,0.8821845,0.6470029,0.8531134,0.7143,0.8093,0.8222,0.7839,0,0.6976,0.9043124,0.6712,0.7083,0.6879204,0.8418998,0.9026306,0.9203,0.9035423,0.7892109,0.8089,0.6541,0.6998502,0.6578,0.5,0.5,0.6763529,0.5
fri_c4_250_100.arff,0.9356,0.9068181,0.6688313,0.8688311,0.7348,0.8331,0.7975,0.8472,0,0.7086,0.9097402,0.7281,0.7351,0.7668831,0.8402597,0.900974,0.944,0.8977271,0.7873376,0.8219,0.6302,0.712987,0.6328,0.5,0.5,0.6957793,0.5
fri_c4_250_25.arff,0.9358,0.8999625,0.7238678,0.8964702,0.712,0.816,0.8698,0.8301,0,0.7031,0.9132534,0.7056,0.7191,0.8002747,0.8558815,0.9395605,0.9454,0.9219529,0.8427199,0.868,0.6182,0.6259824,0.6079,0.5,0.5,0.6642106,0.5
fri_c4_250_50.arff,0.8985,0.8655386,0.7362846,0.8469406,0.6679,0.7728,0.7743,0.7583,0,0.6185,0.8573345,0.7179,0.6435,0.756223,0.8031635,0.8494797,0.9004,0.857251,0.7632534,0.7887,0.6625,0.6451799,0.6699,0.5,0.5,0.6816682,0.5
fri_c4_500_10.arff,0.9579,0.9049272,0.6625832,0.897141,0.7038,0.8647,0.8456,0.8337,0,0.7125,0.9195768,0.6939,0.7104,0.7404605,0.8711811,0.9148784,0.9517,0.921292,0.8322748,0.8465,0.6553,0.7142539,0.655,0.5,0.5,0.6596149,0.5
fri_c4_500_100.arff,0.9568,0.9146169,0.741174,0.9282692,0.7483,0.8733,0.884,0.8758,0,0.7454,0.9327166,0.7239,0.7485,0.7830666,0.8871986,0.9185382,0.9593,0.9334677,0.849248,0.8872,0.644,0.7186689,0.65,0.5,0.5,0.680358,0.5
fri_c4_500_25.arff,0.9427,0.9026338,0.744697,0.8888481,0.7278,0.8207,0.895,0.8532,0,0.7206,0.9005962,0.7213,0.728,0.7898362,0.8755308,0.8866697,0.9404,0.8999151,0.8320066,0.8826,0.6198,0.7251996,0.6434,0.5,0.5,0.6802024,0.5
fri_c4_500_50.arff,0.9535,0.8999145,0.6501548,0.9081069,0.7105,0.8558,0.8683,0.8494,0,0.7092,0.9151767,0.6917,0.7104,0.7156277,0.8746867,0.9225228,0.9577,0.9185178,0.8474676,0.8847,0.6683,0.7148946,0.6616,0.5,0.5,0.6759443,0.5
fried.arff,0.9652,0.9617435,0.7021067,0.9236148,0.9228,0.8975,0.9261,0.9273,0,0.9159,0.9343289,0.9052,0.9453,0.6917352,0.9584269,0.9704931,0.9819,0.9566347,0.8864302,0.9456,0.8381,0.9158369,0.8388,0.5,0.5,0.8375563,0.5
fruitfly.arff,0.4315,0.4528572,0.4357143,0.5,0.4527,0.4288,0.4748,0.4748,0,0.4315,0.4403572,0.4549,0.4342,0.5,0.5,0.4203572,0.4267,0.5,0.4203572,0.4748,0.5,0.5,0.5,0.5,0.5,0.4530357,0.5
gina_agnostic.arff,0.9098,0.9083813,0.7297842,0.8986068,0.8386,0.8846,0.8851,0.9039,0,0.9268,0.896079,0.8683,0.8749,0.7289376,0.9117756,0.957938,0.9649,0.9504519,0.8452569,0.914,0.8607,0.924858,0.8614,0.5,0.5,0.8537276,0.5
gina_prior.arff,0.9103,0.908141,0.7326463,0.8942616,0.8365,0.8839,0.8842,0.8966,0,0.926,0.8945689,0.8623,0.877,0.7309909,0.9126879,0.9593733,0.9649,0.950727,0.8327985,0.9139,0.8585,0.9263386,0.8577,0.5,0.5,0.8504055,0.5
glass.arff,0.7667,0.747503,0.6317995,0.7100077,0.5064,0.7112,0.6575,0.6686,0,0.5944,0.7769524,0.5999,0.6058,0.7146978,0.6862096,0.652816,0.78,0.7552985,0.6492445,0.7266,0.5,0.6067994,0.5,0.5,0.5,0.5104395,0.5
haberman.arff,0.6705,0.6880778,0.638628,0.5450098,0.4889,0.5433,0.5627,0.6093,0,0.6564,0.6994744,0.5844,0.6588,0.5843381,0.5775513,0.5090855,0.5957,0.6642155,0.5090855,0.5137,0.5383,0.6649319,0.4978,0.5,0.5,0.607396,0.5
hayes-roth.arff,0.9351,0.5,0.4955556,0.50375,0.5965,0.9314,0.8249,0.7215,0,0.7843,0.8926389,0.6921,0.785,0.5215278,0.7814584,0.9029167,0.9254,0.7677777,0.88125,0.7444,0.7088,0.8048611,0.6445,0.5,0.5,0.655625,0.5
heart-c.arff,0.8805,0.8893049,0.7137181,0.8436297,0.893,0.7342,0.8193,0.8131,0,0.8937,0.8964014,0.8518,0.8932,0.7155038,0.8536108,0.8571196,0.8698,0.8916926,0.7578692,0.8342,0.8337,0.8978104,0.8362,0.5,0.5,0.6363445,0.5
heart-statlog.arff,0.8663,0.8858334,0.7225,0.8736111,0.8728,0.7675,0.804,0.7979,0,0.8802,0.8830556,0.82,0.8763,0.7058333,0.8188889,0.8355555,0.8596,0.8847222,0.7216667,0.8226,0.8242,0.8888889,0.8142,0.5,0.5,0.6922222,0.5
hepatitis.arff,0.8341,0.8529913,0.6711272,0.7487715,0.868,0.7111,0.6416,0.6405,0,0.8595,0.8567842,0.7661,0.868,0.6009615,0.7618856,0.8345086,0.8407,0.8145566,0.7836807,0.7727,0.7168,0.8461539,0.6822,0.5,0.5,0.582265,0.5
house_16H.arff,0.9239,0.9059848,0.7195996,0.8695432,0.7395,0.7592,0.8785,0.8362,0,0.8609,0.9024224,0.8384,0.8314,0.6575281,0.9187749,0.9271173,0.9427,0.9311953,0.7993269,0.9045,0.7486,0.8631879,0.7199,0.5,0.5,0.5000312,0.5
house_8L.arff,0.9251,0.9217703,0.7624307,0.9105829,0.8603,0.7784,0.9103,0.8379,0,0.8867,0.9179816,0.8743,0.8612,0.7077551,0.9234944,0.9138298,0.9349,0.9277094,0.8001779,0.9104,0.7923,0.886892,0.7575,0.5,0.5,0.5989063,0.5
houses.arff,0.996,0.996608,0.9620914,0.996637,0.9892,0.9953,0.9925,0.9777,0,0.9954,0.995984,0.9832,0.9953,0.9729755,0.9949717,0.9919219,0.9942,0.9944769,0.9919219,0.9934,0.9582,0.9953636,0.9585,0.5,0.5,0.7892528,0.5
housing.arff,0.9227,0.9314468,0.8032964,0.9166893,0.867,0.7947,0.8537,0.8606,0,0.9294,0.9231302,0.9224,0.9301,0.8354311,0.9089043,0.8810397,0.9105,0.9253588,0.8154351,0.8869,0.8682,0.9329054,0.8617,0.5,0.5,0.8480707,0.5
humandevel.arff,0.9265,0.9345239,0.8916667,0.9345239,0.9609,0.8781,0.8431,0.8749,0,0.9586,0.945238,0.9581,0.9605,0.8928572,0.8547619,0.8928571,0.9525,0.9392856,0.8928571,0.8624,0.8769,0.9559523,0.8692,0.5,0.5,0.5,0.5
hungarian.arff,0.8966,0.907379,0.7711351,0.8418369,0.9081,0.8404,0.7835,0.7786,0,0.8948,0.8984316,0.8601,0.9106,0.7514699,0.860893,0.8544738,0.874,0.8914089,0.8159198,0.8534,0.7776,0.9040989,0.8065,0.5,0.5,0.8027033,0.5
hypothyroid.arff,0.9922,0.9921732,0.9858885,0.9916551,0.986,0.8288,0.9855,0.9841,0,0.9695,0,0.7973,0.9042,0.9688542,0.981415,0.9662344,0.9886,0.9895319,0.8577269,0.9857,0.6599,0.9744005,0.5614,0.5,0,0.7254198,0.5
ionosphere.arff,0.9642,0.9511438,0.7602273,0.8939863,0.9319,0.8915,0.9081,0.8867,0,0.8644,0.9459828,0.8514,0.9384,0.784908,0.9035498,0.9686999,0.9798,0.9548014,0.9025969,0.9076,0.8327,0.8400857,0.8371,0.5,0.5,0.795794,0.5
iris.arff,1,1,1,1,1,1,0.98,1,0,1,1,1,1,1,0.99,1,1,1,1,1,1,1,1,0.5,0.5,1,0.5
irish.arff,1,1,0,0,1,0.9944,1,1,0,0.9896,0.60848,1,0.9996,1,0,0,0.9997,0,1,1,0.9892,0,0.9892,0,0.5,0,0.5
jEdit_4.0_4.2.arff,0.8042,0.7799255,0.6945055,0.7727237,0.7183,0.6888,0.7457,0.7524,0,0.7767,0.7721154,0.7852,0.7122,0.6747253,0.7400117,0.7599688,0.8361,0.7981554,0.6903846,0.7307,0.6711,0.7657967,0.6484,0.5,0.5,0.5068681,0.5
jEdit_4.2_4.3.arff,0.6905,0.6259121,0.5608455,0.6314962,0.6231,0.6268,0.6573,0.6373,0,0.6626,0.6831728,0.6512,0.6267,0.5152786,0.5761146,0.6415002,0.7234,0.6889137,0.6122531,0.7019,0.611,0.6562036,0.5923,0.5,0.5,0.5295859,0.5
jm1.arff,0.7164,0.7160367,0.6565398,0.6995743,0.5792,0.628,0.6639,0.5692,0,0.713,0.709465,0.6878,0.666,0.5307568,0.7104906,0.7070383,0.7451,0.7223405,0.5816826,0.699,0.5021,0.7148774,0.5002,0.5,0.5,0.5222621,0.5
kc1.arff,0.7829,0.7950031,0.7073152,0.778529,0.4957,0.6853,0.7401,0.6046,0,0.7918,0.7921582,0.7675,0.7469,0.5654239,0.7324096,0.7556918,0.8135,0.796785,0.6074082,0.7687,0.5226,0.7958838,0.501,0.5,0.5,0.5373555,0.5
kc1-binary.arff,0.7814,0.7824074,0.7506944,0.7741898,0.8283,0.6771,0.7223,0.7232,0,0.8053,0.7613426,0.7893,0.8275,0.6104167,0.7092593,0.791088,0.8019,0.8207176,0.620139,0.7437,0.724,0.7907407,0.7098,0.5,0.5,0.6371528,0.5
kc1-top5.arff,0.6779,0,0,0,0.391,0.6154,0.4745,0.5274,0,0.6893,0,0.5639,0.745,0,0,0,0.7897,0,0,0.4644,0.6177,0,0.4964,0,0,0,0
kc3.arff,0.7744,0.8132013,0.7177729,0.7631854,0.4727,0.7614,0.6939,0.6221,0,0.7412,0.7655721,0.7283,0.8169,0.53027,0.6738444,0.725945,0.7711,0.8032432,0.5913545,0.718,0.5221,0.7829037,0.5,0.5,0.5,0.5,0.5
kdd_el_nino-small.arff,0.9719,0.9592518,0.84976,0.9621964,0.8608,0.8476,0.9641,0.9148,0,0.9346,0.956183,0.9059,0.9436,0.8950579,0.9662973,0.9373247,0.977,0.9737804,0.9244637,0.9595,0.8237,0.9213834,0.8007,0.5,0.5,0.4487555,0.5
kdd_internet_usage.arff,0.9237,0.920656,0.7718808,0.9198948,0.9145,0.9072,0.9108,0.8405,0,0.9244,0.9223046,0.853,0.9201,0.8393227,0.9167795,0.9025146,0.9136,0.9099017,0.8992793,0.915,0.8395,0.924874,0.8395,0.5,0.5,0.8353382,0.5
kdd_ipums_la_97-small.arff,0.9767,0.9774833,0.9698314,0.9698314,0.9674,0.9639,0.9666,0.9666,0,0.9778,0.9768554,0.9753,0.9762,0.9698314,0.9704402,0.9623692,0.9734,0.9771921,0.9441566,0.9726,0.9698,0.9771329,0.9698,0.5,0.5,0.8322148,0.5
kdd_ipums_la_98-small.arff,0.8308,0.8680967,1,0.9974606,0.6198,0.834,0.6119,0.523,0,0.8253,0.9982074,0.83,0.7784,0.9965642,0.9980579,0.9910356,0.8297,0.999403,0.9914839,0.8242,0.5,1,0.5,1,1,0.9955186,1
kdd_synthetic_control.arff,0.995,1,0.941,0.9977,1,1,0.9888,0.97,0,1,1,1,1,0.94,0.9825,1,1,0.9998,0.985,0.9639,1,1,1,0.5,0.5,0.985,0.5
kin8nm.arff,0.8188,0.813426,0.6929924,0.8243254,0.7551,0.777,0.813,0.7981,0,0.8114,0.8090371,0.8015,0.8168,0.663193,0.8239739,0.8877769,0.914,0.8374493,0.7397593,0.8276,0.7306,0.8119028,0.7345,0.5,0.5,0.7345039,0.5
kr-vs-kp.arff,0.971,0.9693952,0.674957,0.9629991,0.9616,0.97,0.9594,0.9406,0,0.9695,0.963362,0.9712,0.967,0.6575034,0.9636256,0.9723245,0.9699,0.9535453,0.971493,0.9588,0.9399,0.9718695,0.9396,0.5,0.5,0.9392415,0.5
letter.arff,0.961,0.9512442,0.7696691,0.9630216,0.9208,0.9743,0.9581,0.8896,0,0.8701,0.9414921,0.6383,0.9586,0.5123156,0.972243,0.9538457,0.9792,0.9380224,0.9451024,0.9716,0.5,0.8670966,0.5,0.5,0.5,0.5201513,0.5
lowbwt.arff,0.8902,0.8772223,0.8277777,0.8369751,0.851,0.8571,0.8517,0.8487,0,0.8411,0.8872222,0.8336,0.8502,0.8277777,0.8798147,0.8788887,0.8913,0.8705556,0.8466049,0.8267,0.8444,0.8366667,0.8444,0.5,0.5,0.6055556,0.5
lymph.arff,0.9104,0.883069,0.7996031,0.8328043,0.8689,0.9047,0.8104,0.8067,0,0.8988,0.917791,0.8566,0.899,0.7996031,0.8473378,0.8760582,0.9168,0.8959324,0.8573082,0.8419,0.8029,0.9071097,0.8042,0.5,0.5,0.8546627,0.5
machine_cpu.arff,0.9713,0.9854167,0.8958334,0.9452917,0.968,0.9209,0.9278,0.8802,0,0.9785,0.9845833,0.9541,0.9747,0.8875,0.9440141,0.9540279,0.9722,0.9732361,0.9145417,0.932,0.8944,0.9813611,0.8628,0.5,0.5,0.5385416,0.5
MagicTelescope.arff,0.8535,0,0,0,0.8356,0.7503,0.8651,0.7875,0,0.8195,0.9999253,0.8175,0.7955,0,0,0,0.8876,0,0,0.8642,0.7405,0,0.7387,0,0.5,0,0
mammography.arff,0.8997,0.9122561,0.7810041,0.9062192,0.8319,0.7005,0.8111,0.7563,0,0.8951,0.9128014,0.8935,0.896,0.6492677,0.8981399,0.6856931,0.8329,0.8972041,0.6856931,0.8374,0.5998,0.9025782,0.5384,0.5,0.5,0.6683943,0.5
mc1.arff,0.93,0.9139484,0.8333358,0.8144218,0.7917,0.8984,0.7961,0.6091,0,0.8654,0.9198973,0.6047,0.8556,0.572353,0.8870613,0.8556185,0.8845,0.9168447,0.8262735,0.8619,0.5,0.5802343,0.5,0.5,0.5,0.5,0.5
mc2.arff,0.5881,0.7159848,0.5345453,0.6010606,0.6261,0.6511,0.5616,0.5715,0,0.6486,0.6055303,0.5946,0.6247,0.5219696,0.6554546,0.6259848,0.6573,0.6494697,0.5484847,0.63,0.6067,0.6628788,0.5778,0.5,0.5,0.5018182,0.5
meta.arff,0.8865,0.8430186,0.6849023,0.697407,0.4753,0.6544,0.4753,0.6629,0,0.7659,0.9110947,0.7876,0.8071,0.5710949,0.6919504,0.8350708,0.8798,0.7630942,0.6519238,0.6981,0.6746,0.8859263,0.6222,0.5,0.5,0.5,0.5
mfeat-factors.arff,0.9945,0.9933195,0.9399999,0.9840418,0.9913,0.9818,0.979,0.9693,0,0.9966,0.9927917,0.9847,0.9913,0.922222,0.9708751,0.9908193,0.9963,0.9901388,0.9561109,0.9666,0.9797,0.9959445,0.98,0.5,0.5,0.9691248,0.5
mfeat-karhunen.arff,0.9925,0.9933195,0.9399999,0.9840418,0.9829,0.9895,0.9073,0.9217,0,0.9936,0.9927917,0.982,0.9829,0.922222,0.9708751,0.9908193,0.993,0.9901388,0.9561109,0.9338,0.9656,0.9959445,0.9533,0.5,0.5,0.9691248,0.5
mfeat-morphological.arff,0.9933,0.9933195,0.9399999,0.9840418,0.9886,0.992,0.9886,0.9827,0,0.9986,0.9927917,0.9899,0.9909,0.922222,0.9708751,0.9908193,0.9923,0.9901388,0.9561109,0.987,0.9925,0.9959445,0.9925,0.5,0.5,0.9691248,0.5
